publish_date,media_name,title,url,date,year,month,year_month,week,title_clean
2025-11-22,reuters.com,G20 summit declaration stresses seriousness of climate change in snub to Trump,https://www.reuters.com/world/g20-summit-declaration-stresses-seriousness-climate-change-snub-trump-2025-11-22/,2025-11-22,2025,11,2025-11,2025-11-17/2025-11-23,G20 summit declaration stresses seriousness of climate change in snub to Trump
2025-11-22,inquirer.com,G20 summit declaration stresses seriousness of climate change in snub to Trump,https://www.inquirer.com/wires/reuters/america-wire/g20-summit-declaration-stresses-seriousness-climate-change-snub-trump-20251122.html,2025-11-22,2025,11,2025-11,2025-11-17/2025-11-23,G20 summit declaration stresses seriousness of climate change in snub to Trump
2025-11-21,bloomberg.com,Diplomats Weigh Truce on Fossil Fuel Exit Plan at UN Climate Talks,https://www.bloomberg.com/news/articles/2025-11-21/diplomats-weigh-truce-on-fossil-fuel-exit-plan-at-un-climate-talks,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Diplomats Weigh Truce on Fossil Fuel Exit Plan at UN Climate Talks
2025-11-21,bloomberg.com,Switzerland Lobbies for More Carbon Credit Trading at COP30,https://www.bloomberg.com/news/articles/2025-11-21/switzerland-lobbies-for-more-carbon-credit-trading-at-cop30,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Switzerland Lobbies for More Carbon Credit Trading at COP30
2025-11-21,bloomberg.com,EU Warns of No Deal With COP30 Climate Talks in Disarray,https://www.bloomberg.com/news/articles/2025-11-21/brazil-draft-cop30-climate-deal-omits-plan-to-exit-fossil-fuels,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,EU Warns of No Deal With COP30 Climate Talks in Disarray
2025-11-21,theguardian.com,Miliband urges Cop30 to find ‘creative’ routes to roadmap on phasing out fossil fuel,https://www.theguardian.com/environment/2025/nov/21/miliband-cop30-creative-routes-roadmap-phase-out-fossil-fuel,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Miliband urges Cop30 to find ‘creative’ routes to roadmap on phasing out fossil fuel
2025-11-21,cbsnews.com,Man arrested for allegedly cutting copper wires from NYC subway system,https://www.cbsnews.com/newyork/video/man-arrested-for-allegedly-cutting-copper-wires-from-nyc-subway-system/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Man arrested for allegedly cutting copper wires from NYC subway system
2025-11-22,inquirer.com,Turkey and Australia confirm agreement on COP31 split-hosting deal,https://www.inquirer.com/wires/reuters/america-wire/turkey-australia-confirm-agreement-cop31-split-hosting-deal-20251121.html,2025-11-22,2025,11,2025-11,2025-11-17/2025-11-23,Turkey and Australia confirm agreement on COP31 split-hosting deal
2025-11-21,ictnews.org,‘A flawed system’: COP30 climate meeting falls short despite record Indigenous turnout,https://ictnews.org/news/a-flawed-system-cop30-climate-meeting-falls-short-despite-record-indigenous-turnout/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,‘A flawed system’: COP30 climate meeting falls short despite record Indigenous turnout
2025-11-22,reuters.com,Turkey and Australia confirm agreement on COP31 split-hosting deal,https://www.reuters.com/sustainability/cop/turkey-australia-confirm-agreement-cop31-split-hosting-deal-2025-11-22/,2025-11-22,2025,11,2025-11,2025-11-17/2025-11-23,Turkey and Australia confirm agreement on COP31 split-hosting deal
2025-11-21,redstate.com,New Evidence Shows Jeffrey Epstein Was a Horrible Person: He Dared to Doubt Climate Change!,https://redstate.com/bradslager/2025/11/21/new-evidence-shows-jeffrey-epstein-was-a-horrible-person-he-dared-to-doubt-climate-change-n2196440,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,New Evidence Shows Jeffrey Epstein Was a Horrible Person: He Dared to Doubt Climate Change!
2025-11-21,grist.org,COP30’s biofuel gamble could cost the global food supply — and the planet,https://grist.org/food-and-agriculture/cop30s-biofuel-gamble-could-cost-the-global-food-supply-and-the-planet/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,COP30’s biofuel gamble could cost the global food supply — and the planet
2025-11-21,forbes.com,COP30: What Iran Said About Its Climate Change Response In Belém,https://www.forbes.com/sites/sanammahoozi/2025/11/21/cop30-what-iran-said-about-its-climate-change-response-in-belm/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,COP30: What Iran Said About Its Climate Change Response In Belém
2025-11-21,breitbart.com,"Watch: COP30 Climate Doomer Conference Engulfed in Smoke, Flames as Fire Breaks Out",https://www.breitbart.com/europe/2025/11/21/watch-cop30-climate-doomer-conference-engulfed-in-smoke-flames-as-fire-breaks-out/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"Watch: COP30 Climate Doomer Conference Engulfed in Smoke, Flames as Fire Breaks Out"
2025-11-21,benzinga.com,Canada leaves COP30 with renewed ambition and deeper partnerships for global climate action,https://www.benzinga.com/pressreleases/25/11/n49016983/canada-leaves-cop30-with-renewed-ambition-and-deeper-partnerships-for-global-climate-action?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Canada leaves COP30 with renewed ambition and deeper partnerships for global climate action
2025-11-21,theconversation.com,The hidden carbon cost of reality TV shows like The Traitors,https://theconversation.com/the-hidden-carbon-cost-of-reality-tv-shows-like-the-traitors-269675,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,The hidden carbon cost of reality TV shows like The Traitors
2025-11-21,newsweek.com,The Roof Is on Fire: Will COP30 Finally Start Phasing Out Fossil Fuels?,https://www.newsweek.com/the-roof-is-on-fire-will-cop30-finally-start-phasing-out-fossil-fuels-11088805,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,The Roof Is on Fire: Will COP30 Finally Start Phasing Out Fossil Fuels?
2025-11-21,theconversation.com,Climate change and inequality are connected – policies need to reflect this,https://theconversation.com/climate-change-and-inequality-are-connected-policies-need-to-reflect-this-269657,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Climate change and inequality are connected – policies need to reflect this
2025-11-21,theweek.com,Can the UK do more on climate change?,https://theweek.com/environment/can-the-uk-do-more-on-climate-change,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Can the UK do more on climate change?
2025-11-21,bloomberg.com,"EU Rejects Draft COP30 Deal as Too Weak, Setting Up Overtime Talks",https://www.bloomberg.com/news/newsletters/2025-11-21/eu-rejects-draft-cop30-deal-as-too-weak-setting-up-overtime-talks,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"EU Rejects Draft COP30 Deal as Too Weak, Setting Up Overtime Talks"
2025-11-21,theguardian.com,Cop30 live: summit president says ‘everybody will lose’ as fears rise that conference will end without a deal,https://www.theguardian.com/world/live/2025/nov/21/cop30-live-fossil-fuel-phaseout-final-text-brazil-belem-latest-news-updates,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Cop30 live: summit president says ‘everybody will lose’ as fears rise that conference will end without a deal
2025-11-20,cbsnews.com,How climate change is reshaping the art and science of Sierra snowmaking,https://www.cbsnews.com/sacramento/news/climate-change-art-and-science-of-snowmaking-sierra/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,How climate change is reshaping the art and science of Sierra snowmaking
2025-11-21,theguardian.com,Cop30 delegates ‘far apart’ on phasing out fossil fuels and cutting carbon,https://www.theguardian.com/environment/2025/nov/21/cop30-delegates-far-apart-on-phasing-out-fossil-fuels-and-cutting-carbon,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Cop30 delegates ‘far apart’ on phasing out fossil fuels and cutting carbon
2025-11-21,theguardian.com,The Crunch: the climate crisis is expensive; it’s Ashes time; and what a Cop out,https://www.theguardian.com/news/2025/nov/21/crunch-climate-crisis-ashes-cop30-climate-summit,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,The Crunch: the climate crisis is expensive; it’s Ashes time; and what a Cop out
2025-11-21,theguardian.com,‘It’s like arguing with robots’: negotiators on the state of Cop30 talks,https://www.theguardian.com/environment/2025/nov/21/cop30-climate-summit-brazil-negotiators-talks-developing-countries,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,‘It’s like arguing with robots’: negotiators on the state of Cop30 talks
2025-11-21,sandiegouniontribune.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.sandiegouniontribune.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,slate.com,Americans Don’t Take Climate Change Seriously. Might I Suggest One Simple Fix?,https://slate.com/technology/2025/11/climate-change-global-warming-united-nations-two-degrees-celsius.html?via=rss,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Americans Don’t Take Climate Change Seriously. Might I Suggest One Simple Fix?
2025-11-21,pilotonline.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.pilotonline.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,sun-sentinel.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.sun-sentinel.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,twincities.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.twincities.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-10,grist.org,Flatwater Free Press and Grist hire Anila Yoganathan to cover climate change in Nebraska,https://grist.org/updates/flatwater-free-press-and-grist-hire-anila-yoganathan-to-cover-climate-change-in-nebraska/,2025-11-10,2025,11,2025-11,2025-11-10/2025-11-16,Flatwater Free Press and Grist hire Anila Yoganathan to cover climate change in Nebraska
2025-11-21,ocregister.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.ocregister.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,baltimoresun.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.baltimoresun.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,reuters.com,"G20 draft declaration defies US with 'climate change' references, source says",https://www.reuters.com/sustainability/cop/g20-draft-declaration-defies-us-with-climate-change-references-source-says-2025-11-21/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"G20 draft declaration defies US with 'climate change' references, source says"
2025-11-21,courant.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.courant.com/2025/11/21/climate-change-conflict/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,newsday.com,UN General Assembly chief says curbing climate change would make world more peaceful and safer,https://www.newsday.com/news/nation/climate-change-un-baerbock-brazil-peace-interview-x01388,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UN General Assembly chief says curbing climate change would make world more peaceful and safer
2025-11-21,inquirer.com,"G20 draft declaration defies US with 'climate change' references, source says",https://www.inquirer.com/wires/reuters/america-wire/g20-draft-declaration-defies-us-with-climate-change-references-source-says-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"G20 draft declaration defies US with 'climate change' references, source says"
2025-11-21,reuters.com,Sustainable Switch: No deal yet at COP30,https://www.reuters.com/sustainability/sustainable-switch-no-deal-yet-cop30-2025-11-21/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Sustainable Switch: No deal yet at COP30
2025-11-21,inquirer.com,FEATURE-New tech could help COP30's Amazon rainforest protection goals,https://www.inquirer.com/wires/reuters/america-wire/feature-new-tech-could-help-cop30s-amazon-rainforest-protection-goals-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,FEATURE-New tech could help COP30's Amazon rainforest protection goals
2025-11-21,reuters.com,"After years in the doldrums, there is hope COP30 can unlock growth for carbon finance",https://www.reuters.com/sustainability/sustainable-finance-reporting/after-years-doldrums-there-is-hope-cop30-can-unlock-growth-carbon-finance--ecmii-2025-11-21/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"After years in the doldrums, there is hope COP30 can unlock growth for carbon finance"
2025-11-20,bloomberg.com,Fire Breaks Out at COP30 Climate Summit Venue in Brazil,https://www.bloomberg.com/news/articles/2025-11-20/fire-breaks-out-at-cop30-climate-summit-venue-in-brazil,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Fire Breaks Out at COP30 Climate Summit Venue in Brazil
2025-11-20,bloomberg.com,Colombia Urges World to Quit Fossil Fuels as Its Own Effort Founders,https://www.bloomberg.com/news/articles/2025-11-20/colombia-urges-world-to-quit-fossil-fuels-at-cop30-as-its-own-effort-lags,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Colombia Urges World to Quit Fossil Fuels as Its Own Effort Founders
2025-11-20,bloomberg.com,Brazil Readies COP30 Deal Without New Shift From Fossil Fuels,https://www.bloomberg.com/news/articles/2025-11-20/brazil-readies-cop30-deal-without-new-shift-from-fossil-fuels,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Brazil Readies COP30 Deal Without New Shift From Fossil Fuels
2025-11-21,theguardian.com,Cop30 draft text omits mention of fossil fuel phase-out roadmap,https://www.theguardian.com/environment/2025/nov/21/cop30-countries-threaten-block-resolution-unless-roadmap-to-fossil-fuel-phase-out,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Cop30 draft text omits mention of fossil fuel phase-out roadmap
2025-11-21,inquirer.com,UPDATE 3-Draft COP30 deal drops effort for fossil fuel transition agreement,https://www.inquirer.com/wires/reuters/america-wire/update-2-draft-cop30-deal-drops-effort-fossil-fuel-transition-agreement-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UPDATE 3-Draft COP30 deal drops effort for fossil fuel transition agreement
2025-11-21,inquirer.com,Latest COP30 draft deal proposal does not contain the words 'fossil fuels',https://www.inquirer.com/wires/reuters/america-wire/latest-cop30-draft-deal-proposal-does-not-contain-words-fossil-fuels-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Latest COP30 draft deal proposal does not contain the words 'fossil fuels'
2025-11-21,inquirer.com,UPDATE 1-COP30 draft deal drops effort for new fossil fuel transition agreement,https://www.inquirer.com/wires/reuters/america-wire/update-1-cop30-draft-deal-drops-effort-new-fossil-fuel-transition-agreement-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,UPDATE 1-COP30 draft deal drops effort for new fossil fuel transition agreement
2025-11-21,reuters.com,COP30 draft deal drops effort for new fossil fuel transition agreement,https://www.reuters.com/sustainability/cop/cop30-draft-deal-drops-effort-new-fossil-fuel-transition-agreement-2025-11-21/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,COP30 draft deal drops effort for new fossil fuel transition agreement
2025-11-21,reuters.com,"COP30 host city Belem, Brazil, tries to stoke economy while preserving Amazon rainforest",https://www.reuters.com/sustainability/cop/cop30-host-city-belem-brazil-tries-stoke-economy-while-preserving-amazon-2025-11-21/,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"COP30 host city Belem, Brazil, tries to stoke economy while preserving Amazon rainforest"
2025-11-21,theconversation.com,Environment and health: a connection that remains unseen in the Climate Change Conferences,https://theconversation.com/environment-and-health-a-connection-that-remains-unseen-in-the-climate-change-conferences-270369,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,Environment and health: a connection that remains unseen in the Climate Change Conferences
2025-11-20,benzinga.com,"China Southern Power Grid Marks Its First Delegation Appearance at COP30, Showcasing Sustainability and Low-Carbon Initiatives",https://www.benzinga.com/pressreleases/25/11/n48995507/china-southern-power-grid-marks-its-first-delegation-appearance-at-cop30-showcasing-sustainability?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"China Southern Power Grid Marks Its First Delegation Appearance at COP30, Showcasing Sustainability and Low-Carbon Initiatives"
2025-11-21,inquirer.com,"COP30 host city Belem, Brazil, tries to stoke economy while preserving Amazon rainforest",https://www.inquirer.com/wires/reuters/america-wire/cop30-host-city-belem-brazil-tries-stoke-economy-while-preserving-amazon-rainforest-20251121.html,2025-11-21,2025,11,2025-11,2025-11-17/2025-11-23,"COP30 host city Belem, Brazil, tries to stoke economy while preserving Amazon rainforest"
2025-11-20,bloomberg.com,COP30 Climate Talks Head Toward a Dramatic Ending Amid Fire,https://www.bloomberg.com/news/newsletters/2025-11-20/cop30-climate-talks-in-brazil-near-a-dramatic-ending-amid-fire,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,COP30 Climate Talks Head Toward a Dramatic Ending Amid Fire
2025-11-20,forbes.com,Why COP30 Is The Ultimate Audit Of Our Natural Intelligence,https://www.forbes.com/sites/corneliawalther/2025/11/20/why-cop30-is-the-ultimate-audit-of-our-natural-intelligence/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Why COP30 Is The Ultimate Audit Of Our Natural Intelligence
2025-11-20,benzinga.com,"MALAYSIA STEERS ASEAN'S CLIMATE AGENDA INTO WEEK TWO OF COP30, TRANSLATING ASPIRATIONS INTO ACTION",https://www.benzinga.com/pressreleases/25/11/n48994160/malaysia-steers-aseans-climate-agenda-into-week-two-of-cop30-translating-aspirations-into-action?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"MALAYSIA STEERS ASEAN'S CLIMATE AGENDA INTO WEEK TWO OF COP30, TRANSLATING ASPIRATIONS INTO ACTION"
2025-11-20,redstate.com,COP30 on Fire: Large Blaze Erupts at Climate Conference in Brazil,https://redstate.com/bobhoge/2025/11/20/cop30-on-fire-large-blaze-erupts-at-climate-conference-in-brazil-n2196399,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,COP30 on Fire: Large Blaze Erupts at Climate Conference in Brazil
2025-11-20,nbcnews.com,Fire breaks out at COP30 climate summit,https://www.nbcnews.com/video/shorts/fire-breaks-out-at-cop30-climate-summit-252484165821,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Fire breaks out at COP30 climate summit
2025-11-20,nypost.com,UN climate summit COP30 thrown into chaos after raging inferno causes evacuation,https://nypost.com/2025/11/20/world-news/fire-erupts-at-un-climate-summit-cop30-in-brazil/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,UN climate summit COP30 thrown into chaos after raging inferno causes evacuation
2025-11-20,theconversation.com,Engineered microbes could tackle climate change – if we ensure it’s done safely,https://theconversation.com/engineered-microbes-could-tackle-climate-change-if-we-ensure-its-done-safely-266584,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Engineered microbes could tackle climate change – if we ensure it’s done safely
2025-11-20,inquirer.com,"Formal COP30 negotiations will resume on Friday morning, says source",https://www.inquirer.com/wires/reuters/america-wire/formal-cop30-negotiations-will-resume-friday-morning-says-source-20251120.html,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"Formal COP30 negotiations will resume on Friday morning, says source"
2025-11-20,theconversation.com,What do we know about climate change? How do we know it? And where are we headed?,https://theconversation.com/what-do-we-know-about-climate-change-how-do-we-know-it-and-where-are-we-headed-270070,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,What do we know about climate change? How do we know it? And where are we headed?
2025-11-20,rutlandherald.com,Editorial: Climate change,https://www.rutlandherald.com/opinion/editorials/editorial-climate-change/article_18f3454b-a09f-4aa5-9922-8172f1d85706.html,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Editorial: Climate change
2025-11-19,newsweek.com,Why Rising Methane Emissions Could Hurt the U.S. Oil and Gas Sector,https://www.newsweek.com/why-rising-methane-emissions-could-hurt-the-u-s-oil-and-gas-sector-11077596,2025-11-19,2025,11,2025-11,2025-11-17/2025-11-23,Why Rising Methane Emissions Could Hurt the U.S. Oil and Gas Sector
2025-11-20,newsweek.com,"With Turkey as Next COP Host, Climate Talks Again Go to Authoritarians",https://www.newsweek.com/turkey-next-cop-host-climate-talks-again-go-to-authoritarians-11083586,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"With Turkey as Next COP Host, Climate Talks Again Go to Authoritarians"
2025-11-20,inquirer.com,Thirteen people treated for smoke inhalation after COP30 venue fire,https://www.inquirer.com/wires/reuters/america-wire/thirteen-people-treated-smoke-inhalation-after-cop30-venue-fire-20251120.html,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Thirteen people treated for smoke inhalation after COP30 venue fire
2025-11-20,theweek.com,Did Cop30 fulfil its promise to Indigenous Brazilians?,https://theweek.com/environment/cop30-indigenous-brazilians,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Did Cop30 fulfil its promise to Indigenous Brazilians?
2025-11-20,npr.org,COP30 Countries move forward without U.S.,https://www.npr.org/2025/11/20/nx-s1-5612669/cop30-countries-move-forward-without-u-s,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,COP30 Countries move forward without U.S.
2025-11-20,theguardian.com,"Morning Mail: Coalition’s secret net zero talking points, huge solar project proposed, Zelenskyy wary of new peace plan",https://www.theguardian.com/australia-news/2025/nov/21/morning-mail-friday-ntwnfb,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"Morning Mail: Coalition’s secret net zero talking points, huge solar project proposed, Zelenskyy wary of new peace plan"
2025-11-20,theguardian.com,Cop30 climate summit in Brazil disrupted after fire breaks out in venue,https://www.theguardian.com/environment/2025/nov/20/cop30-climate-summit-in-brazil-disrupted-after-fire-breaks-out-in-venue,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Cop30 climate summit in Brazil disrupted after fire breaks out in venue
2025-11-20,theguardian.com,Papua New Guinea ‘not happy’ as Australia walks away from bid to host Cop31,https://www.theguardian.com/environment/2025/nov/20/papua-new-guinea-pacific-not-happy-australia-walks-away-from-bid-to-host-cop31,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Papua New Guinea ‘not happy’ as Australia walks away from bid to host Cop31
2025-11-20,theguardian.com,Afternoon Update: Cop31 bypasses Adelaide for Antalya; backlash over Trump’s ‘piggy’ insult; and all your Ashes questions answered,https://www.theguardian.com/australia-news/2025/nov/20/afternoon-update-thursday-ntwnfb,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Afternoon Update: Cop31 bypasses Adelaide for Antalya; backlash over Trump’s ‘piggy’ insult; and all your Ashes questions answered
2025-11-20,theguardian.com,Australia’s failed bid to host Cop31 looks like a mess – but it may actually be the best result possible,https://www.theguardian.com/environment/2025/nov/20/australia-cop31-failed-host-bid-outcome-chris-bowen-climate,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Australia’s failed bid to host Cop31 looks like a mess – but it may actually be the best result possible
2025-11-20,theguardian.com,Turkey to host Cop31 climate conference after Australia drops push to hold it in Adelaide,https://www.theguardian.com/australia-news/2025/nov/20/turkey-to-host-cop31-climate-conference-after-australia-drops-push-to-hold-it-in-adelaide,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Turkey to host Cop31 climate conference after Australia drops push to hold it in Adelaide
2025-11-20,theguardian.com,Brazilian president will take fossil fuel phase-out plan to G20 summit,https://www.theguardian.com/world/2025/nov/20/brazilian-president-fossil-fuel-transition-roadmap-g20-summit,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Brazilian president will take fossil fuel phase-out plan to G20 summit
2025-11-20,usmagazine.com,Copy Meghan Markle's Linen Trousers for Fall — Just $28,https://www.usmagazine.com/shopping/news/meghan-markle-linen-pants-sale-amazon/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Copy Meghan Markle's Linen Trousers for Fall — Just $28
2025-11-20,theguardian.com,Leaked Coalition talking points direct MPs to argue dumping net zero does not conflict with Paris agreement,https://www.theguardian.com/australia-news/2025/nov/20/leaked-coalition-talking-points-mps-argue-dumping-net-zero-doesnt-conflict-paris-agreement,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Leaked Coalition talking points direct MPs to argue dumping net zero does not conflict with Paris agreement
2025-11-20,mongabay.com,"With COP30, Indigenous Brazilians strive for new resources to protect nature",https://news.mongabay.com/2025/11/with-cop30-indigenous-brazilians-strive-for-new-resources-to-protect-nature/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"With COP30, Indigenous Brazilians strive for new resources to protect nature"
2025-11-20,mongabay.com,Fighting for food sovereignty at COP30: Interview with GRAIN’s Ange-David Baïmey,https://news.mongabay.com/2025/11/fighting-for-food-sovereignty-at-cop30-interview-with-grains-ange-david-baimey/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Fighting for food sovereignty at COP30: Interview with GRAIN’s Ange-David Baïmey
2025-11-20,grist.org,"At COP30 in Brazil, countries plan to armor themselves against a warming world",https://grist.org/cop30/cop30-brazil-adaptation-finance/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"At COP30 in Brazil, countries plan to armor themselves against a warming world"
2025-11-20,arkansasonline.com,"Head of UN, Brazilian leader arrive at COP30 climate talks",https://www.arkansasonline.com/news/2025/nov/20/head-of-un-brazilian-leader-arrive-at-cop30/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,"Head of UN, Brazilian leader arrive at COP30 climate talks"
2025-11-20,theconversation.com,The deep sea and the Arctic must be included in efforts to tackle climate change,https://theconversation.com/the-deep-sea-and-the-arctic-must-be-included-in-efforts-to-tackle-climate-change-269581,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,The deep sea and the Arctic must be included in efforts to tackle climate change
2025-11-20,inquirer.com,Part of COP30 venue evacuated due to fire alert,https://www.inquirer.com/wires/reuters/america-wire/part-cop30-venue-evacuated-due-fire-alert-20251120.html,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Part of COP30 venue evacuated due to fire alert
2025-11-20,time.com,Why War Is So Bad For Emissions,https://time.com/7335449/ukraine-russia-war-climate-impact/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,Why War Is So Bad For Emissions
2025-11-20,inquirer.com,UPDATE 2-COP30 climate summit evacuated after fire disrupts negotiations,https://www.inquirer.com/wires/reuters/america-wire/update-1-part-cop30-climate-summit-venue-evacuated-due-fire-20251120.html,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,UPDATE 2-COP30 climate summit evacuated after fire disrupts negotiations
2025-11-20,reuters.com,COP30 climate summit evacuated after fire disrupts negotiations,https://www.reuters.com/sustainability/cop/part-cop30-climate-summit-venue-evacuated-due-fire-2025-11-20/,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,COP30 climate summit evacuated after fire disrupts negotiations
2025-11-20,benzinga.com,COP30 Presidency launches Citizens' Track to bring people's voices into climate decision-making,https://www.benzinga.com/pressreleases/25/11/n48983147/cop30-presidency-launches-citizens-track-to-bring-peoples-voices-into-climate-decision-making?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-11-20,2025,11,2025-11,2025-11-17/2025-11-23,COP30 Presidency launches Citizens' Track to bring people's voices into climate decision-making
